fire hydrant,traffic light,
person,snowboard,
tv,laptop,
clock,,
dining table,person,cup
airplane,person,tie
train,boat,chair
person,tennis racket,sports ball
train,,
person,horse,
teddy bear,,
person,snowboard,
person,remote,
sink,microwave,wine glass
bowl,dining table,keyboard
person,tennis racket,
bed,cat,
person,skateboard,
umbrella,person,handbag
person,dog,truck
airplane,,
person,tie,
boat,dog,
bowl,knife,orange
person,snowboard,skis
dining table,cake,spoon
person,bench,skis
person,tie,apple
person,tennis racket,
person,motorcycle,
airplane,,
person,tennis racket,
person,frisbee,
person,umbrella,boat
refrigerator,dining table,chair
person,motorcycle,teddy bear
stop sign,,
bicycle,chair,fire hydrant
person,skis,
dining table,vase,
zebra,,
person,horse,cow
clock,,
clock,,
giraffe,,
vase,,
clock,,
clock,,
dog,,
elephant,,
person,tennis racket,
airplane,truck,person
vase,,
cell phone,person,mouse
giraffe,zebra,
fire hydrant,,
scissors,person,
truck,car,person
car,potted plant,person
zebra,,
dog,person,kite
person,tennis racket,sports ball
motorcycle,car,stop sign
giraffe,,
bed,chair,
bench,person,backpack
bus,car,chair
person,giraffe,
car,airplane,truck
person,laptop,cell phone
person,skis,
person,remote,
person,tennis racket,
person,book,dining table
person,cup,cell phone
boat,umbrella,
teddy bear,person,chair
sink,toilet,
kite,bird,
person,toothbrush,
person,truck,motorcycle
clock,person,
fire hydrant,,
bear,,
elephant,bird,
refrigerator,oven,bowl
bear,,
oven,bowl,bottle
clock,,
person,skis,
person,umbrella,handbag
person,tennis racket,sports ball
airplane,truck,person
person,skateboard,
person,chair,couch
person,tennis racket,bench
train,,
cow,,
dining table,cup,banana
person,couch,
train,,
traffic light,car,person
person,skateboard,
cake,fork,
motorcycle,person,
person,baseball bat,sports ball
giraffe,,
person,chair,tennis racket
traffic light,person,car
fire hydrant,person,handbag
truck,person,car
dining table,cup,cake
boat,person,umbrella
horse,,
boat,,
cat,person,bottle
bear,,
bowl,chair,person
motorcycle,person,car
train,person,handbag
person,banana,
vase,,
bus,chair,person
car,giraffe,person
suitcase,,
teddy bear,person,
airplane,,
broccoli,,
car,person,motorcycle
bed,cup,vase
sandwich,hot dog,scissors
horse,person,bicycle
person,skis,backpack
car,parking meter,
person,tennis racket,sports ball
cat,chair,
giraffe,bird,
person,dining table,bottle
bus,,
cup,potted plant,vase
book,mouse,keyboard
dining table,chair,spoon
dining table,chair,cup
motorcycle,person,
person,umbrella,chair
toothbrush,,
person,tennis racket,sports ball
bowl,carrot,knife
cat,,
person,sandwich,
person,dog,skateboard
truck,,
car,truck,cat
dining table,pizza,bottle
suitcase,person,tv
person,tennis racket,sports ball
kite,bicycle,person
clock,,
bus,bird,
elephant,,
bus,car,person
car,person,
chair,cat,
car,person,cell phone
zebra,,
boat,,
person,sports ball,
cow,sheep,
potted plant,vase,
bench,,
dining table,pizza,person
train,person,handbag
horse,,
broccoli,,
giraffe,,
dining table,sandwich,cup
elephant,person,bench
toilet,bowl,bottle
chair,couch,tv
cake,person,knife
person,,
person,bench,baseball glove
person,tennis racket,sports ball
cake,sandwich,
bowl,potted plant,bottle
car,clock,bench
car,truck,motorcycle
motorcycle,,
person,baseball bat,
dining table,bowl,hot dog
toilet,cat,
person,dining table,handbag
clock,,
giraffe,,
chair,tv,cup
toilet,cat,
person,oven,bottle
suitcase,,
person,umbrella,frisbee
toilet,sink,
person,frisbee,
person,book,tie
surfboard,person,umbrella
train,person,
zebra,,
boat,,
sink,,
potted plant,vase,
couch,chair,book
bird,,
bed,,
person,surfboard,
oven,laptop,apple
bed,book,
person,baseball bat,baseball glove
dining table,book,cup
cat,,
traffic light,car,
person,umbrella,bench
airplane,,
oven,microwave,sink
bear,,
person,surfboard,
giraffe,,
motorcycle,,
zebra,elephant,
truck,,
person,surfboard,
giraffe,person,
train,truck,person
person,bench,umbrella
person,skis,
orange,,
stop sign,person,bicycle
elephant,person,
airplane,,
person,frisbee,
bed,person,teddy bear
cake,spoon,
person,baseball bat,
couch,chair,book
kite,person,bicycle
bear,,
dining table,bowl,carrot
person,backpack,umbrella
person,baseball glove,sports ball
person,skis,bench
vase,,
person,chair,tennis racket
microwave,oven,remote
train,person,
couch,refrigerator,handbag
broccoli,apple,orange
stop sign,car,
car,truck,train
airplane,,
refrigerator,dining table,bottle
hot dog,bottle,sandwich
cow,teddy bear,
person,tennis racket,sports ball
dining table,pizza,bottle
motorcycle,person,backpack
person,dog,bench
person,pizza,tv
person,tennis racket,
person,skis,
truck,car,
person,dining table,chair
cat,bicycle,
cow,person,boat
person,sports ball,
bench,umbrella,person
toilet,,
bicycle,handbag,
elephant,,
dining table,cup,bottle
clock,,
person,surfboard,
bed,bird,
donut,,
boat,person,
airplane,,
person,car,bus
boat,,
person,car,handbag
dining table,pizza,cup
person,car,sports ball
person,snowboard,skis
person,dog,
dining table,bowl,backpack
person,tennis racket,
motorcycle,person,
pizza,,
person,bowl,pizza
person,dog,backpack
clock,,
car,person,parking meter
person,dining table,wine glass
toilet,,
person,bed,
sink,,
dining table,bottle,wine glass
person,motorcycle,
car,cat,
person,baseball glove,sports ball
person,kite,
car,truck,traffic light
sink,toilet,
airplane,,
person,handbag,
chair,cat,bottle
giraffe,person,
person,truck,chair
person,tennis racket,sports ball
person,suitcase,car
person,kite,
person,umbrella,handbag
couch,tv,bench
sandwich,carrot,
broccoli,carrot,
person,frisbee,
sheep,,
elephant,person,
person,surfboard,
couch,refrigerator,chair
person,surfboard,
car,potted plant,person
toilet,,
boat,horse,person
giraffe,,
person,tennis racket,sports ball
bus,person,umbrella
person,suitcase,handbag
banana,,
person,traffic light,
motorcycle,person,car
dining table,cup,orange
dining table,cup,bottle
person,bench,frisbee
bench,chair,
giraffe,,
toilet,,
person,surfboard,
toilet,,
person,skis,backpack
truck,person,chair
bear,,
couch,chair,tv
person,chair,tennis racket
clock,,
giraffe,,
person,skateboard,
bed,clock,
toilet,,
truck,,
person,skis,
dining table,cake,fork
person,skis,
cake,fork,
pizza,chair,cup
person,boat,sandwich
person,umbrella,bottle
dog,oven,cup
dining table,cake,fork
giraffe,,
bird,,
chair,person,potted plant
cat,couch,
dining table,bowl,sandwich
bus,car,stop sign
banana,knife,
person,snowboard,skis
suitcase,cat,
person,chair,cup
person,tv,frisbee
truck,car,person
fire hydrant,car,truck
person,dog,
person,kite,
person,skateboard,
oven,pizza,
car,surfboard,person
broccoli,,
couch,person,chair
giraffe,person,bench
person,skis,
truck,car,
car,suitcase,potted plant
person,fire hydrant,
person,backpack,frisbee
cow,,
train,,
sink,toilet,
dog,chair,cat
bench,person,tie
person,baseball bat,
clock,,
bed,,
suitcase,cat,
person,toothbrush,
person,snowboard,
cow,person,
person,chair,tennis racket
person,bicycle,umbrella
person,tennis racket,handbag
car,truck,cat
truck,,
zebra,bird,
elephant,,
airplane,truck,car
giraffe,,
person,cell phone,
bus,car,person
stop sign,,
elephant,,
person,handbag,car
zebra,,
person,skis,
airplane,,
person,baseball bat,baseball glove
person,skateboard,
truck,person,handbag
person,backpack,
umbrella,cat,
person,dining table,cake
dining table,cake,bowl
traffic light,person,motorcycle
traffic light,,
bed,,
clock,,
airplane,,
horse,person,
refrigerator,microwave,oven
person,bench,cell phone
person,dining table,chair
dining table,pizza,person
airplane,,
person,,
person,bed,book
sheep,,
dog,frisbee,
pizza,,
bus,person,traffic light
dining table,person,chair
dining table,person,pizza
toilet,,
train,,
toilet,sink,person
giraffe,zebra,
giraffe,,
person,cat,bottle
person,baseball glove,sports ball
person,donut,dining table
airplane,person,
scissors,chair,
person,dining table,cake
cake,bottle,
person,tennis racket,sports ball
car,bicycle,clock
person,baseball bat,baseball glove
person,elephant,car
bed,,
person,surfboard,
person,donut,
couch,person,bowl
person,skis,backpack
cow,,
sink,,
dining table,bowl,spoon
sandwich,,
elephant,boat,person
book,tv,laptop
sink,toilet,
person,surfboard,
chair,tv,
person,tie,
train,,
banana,,
traffic light,,
horse,person,
dining table,bowl,bottle
cell phone,person,remote
horse,,
airplane,truck,person
train,,
bus,car,
keyboard,mouse,
sheep,,
person,cell phone,
dog,person,toothbrush
boat,toilet,person
stop sign,,
motorcycle,,
tv,laptop,
dog,,
skateboard,,
oven,bottle,bowl
pizza,,
person,sports ball,bench
parking meter,,
train,,
sheep,,
car,truck,stop sign
train,person,
surfboard,person,
sink,cup,
person,surfboard,
truck,car,person
person,skateboard,handbag
hot dog,sandwich,dining table
horse,,
bus,person,car
cat,bird,
train,car,
person,dining table,chair
zebra,bird,
train,,
teddy bear,,
person,surfboard,
cake,,
car,dog,
person,bottle,cell phone
sink,,
train,,
person,baseball glove,
cell phone,clock,knife
chair,cat,
sink,,
train,,
person,chair,tie
train,,
person,couch,bottle
bus,person,handbag
giraffe,,
dining table,bowl,cup
sink,cat,cup
person,,
sheep,,
bed,dog,
dog,couch,
suitcase,,
person,snowboard,
person,motorcycle,car
motorcycle,person,
train,person,
bear,,
bus,car,person
pizza,oven,person
elephant,person,
bus,car,truck
person,snowboard,
book,orange,cell phone
sink,toilet,potted plant
person,baseball bat,bottle
skis,,
motorcycle,person,chair
person,traffic light,car
truck,car,
pizza,person,cup
truck,bus,person
person,teddy bear,dog
dining table,person,cake
banana,,
sink,toothbrush,
person,tie,cell phone
person,car,banana
boat,,
zebra,,
bench,person,handbag
person,dining table,couch
chair,cat,
person,fire hydrant,backpack
person,umbrella,handbag
person,car,skateboard
bench,,
dining table,person,wine glass
bed,book,person
horse,,
person,frisbee,
person,chair,tennis racket
zebra,bird,
person,dining table,bench
sheep,,
bear,,
cow,,
person,cell phone,
motorcycle,person,backpack
bus,bicycle,person
dining table,wine glass,
truck,cat,
person,skis,backpack
traffic light,,
traffic light,,
horse,sheep,
car,person,
cow,person,bottle
person,baseball glove,sports ball
cow,person,
person,banana,
person,dining table,bowl
bus,person,car
person,chair,tennis racket
giraffe,,
potted plant,banana,bowl
person,skis,truck
bus,car,truck
person,tie,cup
person,cell phone,
person,baseball glove,baseball bat
oven,person,
person,baseball glove,sports ball
person,,
person,snowboard,
toilet,sink,
zebra,,
person,tie,
truck,kite,car
bus,,
person,,
person,tie,
toilet,cat,
donut,,
elephant,,
airplane,truck,person
dining table,pizza,broccoli
elephant,,
person,bottle,wine glass
snowboard,person,
bus,person,
person,surfboard,
bus,car,person
train,,
motorcycle,car,person
boat,person,
bowl,cake,cup
traffic light,,
donut,dining table,cup
person,skateboard,bicycle
cake,person,spoon
sheep,,
person,bed,cup
chair,book,tv
cow,,
sink,cup,
person,skateboard,
handbag,toilet,sink
motorcycle,,
clock,,
oven,sink,laptop
airplane,,
horse,,
giraffe,,
person,skateboard,bench
cow,,
person,cell phone,
bird,,
oven,person,bowl
dog,person,
toilet,sink,
horse,person,
orange,,
couch,chair,tv
cell phone,,
train,,
chair,bottle,
pizza,,
pizza,person,
giraffe,,
train,truck,car
dining table,banana,knife
person,tennis racket,car
person,tennis racket,sports ball
dining table,donut,
toilet,sink,
sheep,,
tv,laptop,keyboard
sink,person,handbag
person,bicycle,car
airplane,,
airplane,person,
person,baseball glove,baseball bat
person,car,skis
train,bench,chair
pizza,cup,
umbrella,potted plant,person
motorcycle,,
clock,bench,
orange,,
elephant,banana,
person,skis,
person,car,skateboard
zebra,,
bus,car,
bench,person,
bed,dog,
donut,person,
clock,,
donut,,
parking meter,person,handbag
car,truck,
dining table,bowl,banana
person,surfboard,backpack
sheep,,
person,kite,bicycle
fire hydrant,bicycle,person
bird,,
person,baseball bat,baseball glove
refrigerator,,
cow,person,
airplane,,
dining table,pizza,person
person,bottle,cup
car,suitcase,person
airplane,,
elephant,person,
bed,,
bear,,
person,surfboard,
cell phone,bottle,
bench,,
broccoli,,
person,sheep,
person,skateboard,car
couch,person,laptop
donut,,
bus,car,person
umbrella,boat,person
dining table,cup,person
person,oven,book
traffic light,,
car,traffic light,
umbrella,surfboard,person
dog,person,
pizza,,
horse,person,umbrella
person,tie,
apple,,
chair,person,couch
chair,cat,
banana,person,
chair,cat,
elephant,,
sink,,
person,dog,chair
train,,
traffic light,,
person,snowboard,
horse,person,
person,chair,car
couch,chair,person
giraffe,,
cow,person,
boat,,
suitcase,,
sink,,
person,tie,
person,skis,
pizza,broccoli,fork
horse,,
giraffe,,
person,couch,tv
person,surfboard,
dining table,couch,bowl
train,,
carrot,orange,apple
bear,,
person,surfboard,
stop sign,,
giraffe,bird,
train,bench,person
person,motorcycle,
stop sign,,
giraffe,,
person,backpack,skateboard
person,boat,
sink,toilet,
skateboard,person,
toilet,sink,bottle
potted plant,vase,
person,skis,
toilet,,
airplane,,
surfboard,person,bird
sink,cup,
cow,,
boat,person,
dining table,pizza,
refrigerator,person,bottle
vase,,
person,tie,
motorcycle,person,
chair,dog,
person,bed,
horse,cow,
person,car,skateboard
person,motorcycle,umbrella
car,dog,chair
car,dog,motorcycle
person,cell phone,
bear,,
chair,dog,dining table
bicycle,fire hydrant,
pizza,knife,
cow,sheep,
horse,person,bicycle
person,,
sink,toilet,cup
bus,person,
person,skateboard,car
sink,,
person,surfboard,
pizza,spoon,
fire hydrant,car,
airplane,,
umbrella,cat,
bed,,
bird,person,
bus,person,
person,bird,
person,oven,refrigerator
person,car,bus
person,tennis racket,sports ball
zebra,,
car,truck,traffic light
zebra,,
person,car,bicycle
bus,person,backpack
person,baseball bat,
person,book,remote
person,tv,keyboard
bench,banana,
carrot,broccoli,orange
person,snowboard,
sink,bottle,
clock,chair,person
person,car,motorcycle
bed,dog,
car,banana,
clock,,
elephant,,
clock,,
truck,car,dog
dog,,
person,chair,elephant
airplane,,
bus,truck,person
zebra,giraffe,
person,skateboard,
person,frisbee,
umbrella,person,
person,umbrella,laptop
bowl,spoon,broccoli
person,bench,baseball glove
refrigerator,,
dining table,cake,donut
person,frisbee,
person,skis,
person,dog,banana
person,sink,bottle
person,surfboard,dog
tie,,
dining table,person,teddy bear
person,umbrella,handbag
hot dog,,
elephant,,
person,chair,bottle
person,hot dog,
person,frisbee,tennis racket
person,snowboard,
cake,,
person,surfboard,
person,cell phone,handbag
elephant,person,
horse,person,tie
car,person,bus
motorcycle,person,car
broccoli,bowl,chair
horse,person,
dog,bear,person
person,bench,dog
person,tie,car
bus,person,
skateboard,person,
bed,book,
bear,,
person,cell phone,
train,,
person,tv,book
sink,toilet,
fire hydrant,,
toilet,sink,
person,chair,sports ball
bird,,
elephant,person,
oven,bottle,cup
person,cake,dining table
person,tennis racket,sports ball
cow,horse,person
person,baseball bat,baseball glove
dining table,vase,
sink,bottle,
couch,tv,vase
bear,,
giraffe,,
cat,,
person,car,truck
bed,book,clock
person,tennis racket,bottle
airplane,,
tv,cat,remote
couch,person,remote
person,remote,couch
person,skis,
bottle,person,cake
clock,person,handbag
elephant,,
refrigerator,oven,microwave
dining table,apple,carrot
car,person,clock
snowboard,person,
truck,person,car
book,clock,
person,toothbrush,
person,bus,backpack
toilet,bottle,sink
person,snowboard,
oven,sink,wine glass
laptop,tv,
oven,refrigerator,microwave
giraffe,,
train,person,bench
hot dog,person,
person,cell phone,
motorcycle,potted plant,
couch,chair,tv
person,skis,
chair,bottle,umbrella
train,bicycle,chair
giraffe,,
person,tennis racket,sports ball
person,surfboard,
person,baseball bat,sports ball
bird,person,
person,tennis racket,chair
person,surfboard,
boat,umbrella,person
apple,cup,banana
person,dog,backpack
person,backpack,baseball glove
person,backpack,skis
bed,,
person,toilet,sink
elephant,,
surfboard,person,bird
potted plant,sink,bottle
person,baseball bat,sports ball
person,stop sign,traffic light
truck,car,person
person,bird,
airplane,boat,
person,backpack,suitcase
suitcase,person,backpack
person,chair,baseball glove
banana,,
person,skis,
bus,bench,person
train,traffic light,
bed,,
bird,clock,
person,chair,pizza
pizza,dining table,
sandwich,,
horse,person,
train,,
person,surfboard,
elephant,,
person,tennis racket,sports ball
person,chair,dining table
person,elephant,boat
train,,
person,frisbee,
person,suitcase,handbag
person,skateboard,
person,tennis racket,
person,bed,chair
car,truck,stop sign
bench,,
oven,sink,
person,umbrella,
chair,couch,remote
person,surfboard,
dining table,cup,wine glass
bench,,
person,dog,
person,baseball glove,sports ball
person,surfboard,
train,,
clock,,
bench,person,
dog,sports ball,
train,teddy bear,person
horse,,
bed,couch,vase
motorcycle,person,
person,surfboard,
person,oven,bottle
refrigerator,oven,
person,cake,
giraffe,,
bottle,pizza,cup
parking meter,car,
dining table,bowl,broccoli
bench,person,tennis racket
person,skateboard,snowboard
elephant,,
train,,
dining table,cake,fork
truck,person,car
bicycle,person,car
airplane,truck,bus
giraffe,,
couch,dog,
bed,person,chair
person,handbag,backpack
backpack,,
person,laptop,clock
toilet,,
person,surfboard,
person,scissors,
person,baseball glove,sports ball
couch,tv,chair
stop sign,person,
person,tie,hot dog
sheep,,
boat,,
bear,,
person,snowboard,
handbag,cell phone,apple
person,bottle,chair
toilet,sink,
traffic light,car,
toilet,sink,
boat,,
elephant,person,car
tv,,
toilet,,
person,skis,
dining table,bowl,cup
refrigerator,chair,dining table
person,bus,backpack
bicycle,bench,bus
dog,,
person,bottle,cell phone
umbrella,,
airplane,,
person,bicycle,skateboard
dining table,person,refrigerator
cat,,
person,skateboard,
person,frisbee,
person,motorcycle,banana
bus,car,person
cake,bottle,dining table
car,stop sign,
bird,,
train,person,
airplane,,
bench,person,umbrella
person,bench,tie
person,surfboard,
cow,bird,
person,chair,backpack
bus,person,bicycle
giraffe,zebra,bird
train,person,
bench,fire hydrant,
cow,,
airplane,person,suitcase
train,,
person,sink,toothbrush
sink,,
cake,donut,fork
cow,person,potted plant
bird,,
microwave,cat,
cat,book,
boat,person,
train,,
couch,bicycle,car
cow,,
zebra,,
person,cell phone,
couch,dog,
person,frisbee,
book,keyboard,
laptop,bowl,dog
person,surfboard,umbrella
stop sign,,
train,,
bed,,
apple,orange,
toilet,person,
person,train,traffic light
traffic light,truck,person
person,dining table,chair
traffic light,car,
couch,tv,bowl
potted plant,chair,person
person,skateboard,
person,tennis racket,
cell phone,clock,
train,,
banana,apple,wine glass
motorcycle,car,
person,umbrella,potted plant
person,orange,dining table
dining table,pizza,cup
person,bench,backpack
person,sandwich,
bear,,
bicycle,backpack,
person,chair,dining table
couch,remote,bottle
person,,
truck,bus,cow
toilet,sink,
umbrella,person,
person,snowboard,
person,tie,
person,skis,
cup,dining table,bowl
person,apple,
clock,apple,spoon
sink,toilet,
car,bicycle,traffic light
dog,frisbee,
airplane,person,
person,couch,donut
bus,car,
sink,cat,bottle
horse,person,
person,tennis racket,
clock,,
cow,,
dining table,cake,knife
car,traffic light,
dining table,laptop,bench
stop sign,car,
person,dog,toothbrush
dining table,frisbee,banana
cat,,
boat,bird,
person,cell phone,
suitcase,backpack,person
person,tie,
person,tie,
surfboard,person,
person,laptop,
oven,person,hot dog
person,kite,
fire hydrant,stop sign,
bear,,
horse,,
pizza,person,sandwich
stop sign,boat,
stop sign,,
motorcycle,car,truck
dining table,bowl,fork
zebra,,
person,skis,
clock,,
person,baseball glove,
bench,potted plant,umbrella
airplane,truck,
boat,truck,person
bed,person,dog
dog,person,
bicycle,bus,horse
airplane,,
pizza,bottle,oven
motorcycle,truck,car
sandwich,carrot,fork
horse,person,boat
person,cell phone,bicycle
person,skis,backpack
clock,,
zebra,,
giraffe,,
bus,person,
bird,,
toilet,,
motorcycle,bottle,
parking meter,cup,boat
train,car,traffic light
clock,,
person,dog,frisbee
bus,person,backpack
dog,frisbee,
person,baseball glove,
dining table,banana,person
chair,dining table,refrigerator
truck,traffic light,person
person,car,bus
cat,remote,couch
bus,clock,traffic light
person,kite,
dining table,bowl,pizza
person,chair,bench
person,skis,backpack
person,car,handbag
person,fire hydrant,traffic light
bench,,
person,snowboard,dog
car,banana,person
motorcycle,person,
refrigerator,chair,bowl
stop sign,car,
person,cup,bowl
airplane,,
person,pizza,
donut,,
person,surfboard,
refrigerator,dining table,oven
bear,,
person,cell phone,
person,sheep,
cat,laptop,
umbrella,person,bicycle
elephant,umbrella,person
fire hydrant,,
parking meter,,
elephant,,
person,surfboard,
oven,microwave,
toilet,sink,bottle
person,skateboard,
horse,,
person,tie,
train,person,dog
pizza,person,
person,tie,
person,car,tie
elephant,,
person,baseball glove,baseball bat
elephant,person,
person,couch,chair
zebra,,
person,skateboard,
person,knife,cup
umbrella,person,chair
person,baseball bat,baseball glove
person,truck,kite
dog,frisbee,
kite,,
bear,,
elephant,person,bench
sink,cup,
truck,,
bear,,
fire hydrant,,
dining table,potted plant,sandwich
person,bicycle,backpack
person,umbrella,
dining table,cake,cup
giraffe,,
bus,person,handbag
person,skateboard,
couch,refrigerator,chair
potted plant,vase,
tv,cat,
cat,sink,toothbrush
truck,,
boat,,
person,snowboard,
bus,clock,
person,bird,
person,backpack,
person,frisbee,
horse,,
person,umbrella,
person,cell phone,tie
skateboard,person,
person,cell phone,
sink,toilet,
cow,,
person,orange,
carrot,person,handbag
person,kite,car
person,kite,
giraffe,,
truck,car,person
person,baseball bat,
stop sign,car,
person,snowboard,
person,snowboard,
zebra,,
car,truck,dining table
person,surfboard,
person,handbag,tie
fire hydrant,,
person,backpack,frisbee
pizza,,
dining table,cake,fork
person,tennis racket,sports ball
cake,teddy bear,
person,umbrella,chair
person,surfboard,
person,baseball glove,baseball bat
clock,,
boat,,
car,truck,traffic light
bowl,carrot,broccoli
car,person,motorcycle
person,surfboard,
bird,,
sandwich,person,
zebra,,
person,chair,tennis racket
person,tie,
chair,person,bicycle
bed,,
train,person,bench
cat,,
person,skis,
person,sandwich,
person,,
person,surfboard,boat
airplane,,
bench,,
person,skis,
person,dining table,pizza
refrigerator,bottle,apple
zebra,,
person,tennis racket,sports ball
person,motorcycle,
person,laptop,car
dog,carrot,
dining table,hot dog,
boat,bird,
car,truck,traffic light
bird,,
dog,scissors,
train,person,tie
person,toothbrush,
person,baseball glove,
giraffe,,
chair,dining table,cup
book,vase,bowl
elephant,person,chair
person,tie,refrigerator
person,backpack,bicycle
person,tennis racket,sports ball
elephant,person,
cow,,
dining table,pizza,person
sink,toilet,
person,skateboard,
clock,cup,vase
truck,,
dog,teddy bear,
laptop,cat,mouse
person,sink,toothbrush
bed,laptop,
person,bicycle,stop sign
dining table,book,chair
elephant,,
broccoli,,
bed,dog,book
cat,laptop,bed
pizza,bottle,cup
cake,bottle,bowl
teddy bear,,
person,tie,
orange,person,carrot
bicycle,parking meter,
person,airplane,baseball glove
person,car,hot dog
person,backpack,bench
person,wine glass,handbag
person,frisbee,
dining table,cake,cup
refrigerator,book,bottle
person,bed,cat
person,handbag,cell phone
giraffe,,
horse,person,
dining table,cup,chair
train,person,backpack
cat,,
refrigerator,oven,clock
person,apple,
dog,bowl,broccoli
person,tennis racket,sports ball
dog,person,couch
person,chair,cell phone
car,horse,person
cup,toothbrush,
person,tennis racket,chair
train,person,bench
traffic light,,
person,bench,cup
bird,,
toilet,,
cat,bottle,
giraffe,,
dining table,pizza,hot dog
boat,,
truck,giraffe,person
motorcycle,car,traffic light
sink,bottle,
broccoli,,
bed,,
person,boat,chair
airplane,person,
person,skis,
horse,person,
vase,potted plant,
cat,couch,teddy bear
person,tennis racket,
person,tennis racket,
person,oven,spoon
fire hydrant,,
person,snowboard,
traffic light,,
dog,donut,
bus,person,handbag
person,dining table,chair
bed,handbag,chair
suitcase,cat,tv
person,couch,laptop
bear,,
dining table,person,bottle
giraffe,,
airplane,,
bed,chair,dining table
person,microwave,bottle
person,cell phone,
truck,car,person
clock,,
person,cup,tie
giraffe,,
umbrella,giraffe,
person,suitcase,handbag
horse,person,
person,bowl,backpack
bed,banana,
bed,cat,laptop
dining table,broccoli,pizza
motorcycle,bicycle,
refrigerator,bottle,chair
person,snowboard,
person,toothbrush,
person,potted plant,skateboard
person,dining table,bowl
bench,book,
dining table,person,potted plant
umbrella,airplane,person
motorcycle,,
person,dining table,chair
person,teddy bear,
person,skateboard,
person,tennis racket,
car,bus,person
apple,banana,
bed,,
elephant,,
person,cell phone,
bus,person,laptop
person,chair,umbrella
apple,banana,
tv,person,chair
motorcycle,person,elephant
bicycle,,
traffic light,,
truck,,
sheep,,
tv,keyboard,laptop
dining table,cup,pizza
teddy bear,,
toilet,,
horse,cow,
bed,chair,cat
person,cell phone,
person,cat,
zebra,car,person
dining table,cup,hot dog
person,baseball glove,baseball bat
bus,person,handbag
toilet,,
person,chair,book
umbrella,person,bicycle
sink,toilet,cup
refrigerator,chair,car
traffic light,,
refrigerator,person,laptop
clock,,
dining table,vase,bowl
person,surfboard,
dog,,
person,surfboard,kite
cup,vase,orange
person,tie,
cow,,
refrigerator,person,chair
person,tie,
bowl,pizza,dining table
dining table,microwave,bowl
airplane,person,
person,skateboard,bicycle
clock,chair,cup
person,skateboard,
truck,person,
truck,traffic light,person
traffic light,clock,person
airplane,truck,car
elephant,,
umbrella,person,car
truck,car,suitcase
person,snowboard,
bus,bench,person
person,dining table,chair
person,bed,toothbrush
sheep,dog,person
broccoli,,
person,apple,orange
surfboard,person,dog
giraffe,,
bicycle,handbag,bottle
bus,traffic light,car
person,baseball glove,sports ball
dining table,pizza,sandwich
toilet,,
person,clock,
person,frisbee,
person,kite,cell phone
bear,,
person,surfboard,
fire hydrant,,
dining table,broccoli,
pizza,book,knife
boat,,
person,teddy bear,handbag
traffic light,train,person
car,bird,
person,kite,
bed,teddy bear,tie
person,dining table,wine glass
cow,sheep,
fire hydrant,car,
chair,dining table,person
parking meter,,
donut,car,truck
person,dining table,umbrella
broccoli,,
zebra,,
bear,,
person,frisbee,
car,traffic light,bus
refrigerator,oven,sink
surfboard,person,
person,dining table,laptop
teddy bear,,
sink,bottle,
person,handbag,dining table
person,sports ball,
horse,cat,bottle
airplane,,
person,baseball glove,baseball bat
bird,,
horse,bird,
cow,,
person,surfboard,
fire hydrant,bicycle,
kite,person,surfboard
suitcase,backpack,
bear,,
vase,,
person,skis,
cake,donut,
person,frisbee,cow
toilet,,
bench,traffic light,
elephant,person,
giraffe,,
broccoli,fork,
motorcycle,person,traffic light
airplane,,
person,snowboard,backpack
person,skis,
person,chair,tennis racket
person,refrigerator,oven
horse,person,
clock,person,couch
person,suitcase,handbag
handbag,teddy bear,
zebra,cow,
cat,,
refrigerator,person,sink
person,sports ball,tennis racket
giraffe,,
airplane,,
person,snowboard,
kite,person,chair
person,skis,
kite,person,
tv,clock,remote
boat,,
keyboard,,
car,dog,
person,cell phone,
person,tie,handbag
person,remote,
person,chair,cell phone
laptop,keyboard,vase
umbrella,,
giraffe,,
parking meter,,
giraffe,,
dog,boat,
refrigerator,oven,sink
toilet,,
cat,,
teddy bear,potted plant,
dining table,chair,person
dog,chair,frisbee
surfboard,person,
person,sports ball,
person,fire hydrant,backpack
elephant,person,handbag
car,person,skateboard
zebra,,
train,,
person,microwave,chair
person,toothbrush,
person,skateboard,car
person,baseball bat,baseball glove
dining table,pizza,person
suitcase,book,chair
train,,
person,dog,skateboard
cake,,
bed,chair,tv
broccoli,,
person,bicycle,dog
bench,person,
broccoli,carrot,fork
dining table,hot dog,
fire hydrant,person,car
bird,,
person,umbrella,bus
clock,person,backpack
horse,,
clock,,
cow,,
toilet,sink,
person,skateboard,
cat,microwave,vase
person,kite,
person,frisbee,
person,frisbee,
person,baseball glove,
bird,,
bus,person,bench
person,bed,tv
person,tie,
horse,person,
clock,,
bed,,
car,person,suitcase
person,toothbrush,
umbrella,bench,
boat,umbrella,person
dining table,broccoli,knife
giraffe,,
car,,
dog,bowl,
person,kite,truck
dining table,broccoli,carrot
bed,,
person,surfboard,
dining table,sandwich,cup
boat,,
truck,,
person,cat,bicycle
sink,toilet,
dining table,person,spoon
toilet,,
bus,person,traffic light
fire hydrant,,
person,skis,
fire hydrant,parking meter,car
bus,truck,person
boat,person,
car,motorcycle,potted plant
truck,bicycle,car
giraffe,person,
person,suitcase,car
person,umbrella,handbag
person,baseball bat,baseball glove
person,tennis racket,
