person,car,kite,surfboard,,,,,,,,,,,,,,
cat,toilet,,,,,,,,,,,,,,,,
sink,,,,,,,,,,,,,,,,,
person,bottle,wine glass,cup,fork,knife,spoon,bowl,chair,dining table,book,,,,,,,
cow,,,,,,,,,,,,,,,,,
airplane,,,,,,,,,,,,,,,,,
person,car,motorcycle,bench,potted plant,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
stop sign,,,,,,,,,,,,,,,,,
airplane,,,,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,
suitcase,,,,,,,,,,,,,,,,,
person,horse,backpack,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
person,car,parking meter,cell phone,,,,,,,,,,,,,,
car,truck,,,,,,,,,,,,,,,,
person,sports ball,baseball bat,baseball glove,bottle,chair,,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
person,bicycle,backpack,handbag,,,,,,,,,,,,,,
bottle,bowl,toilet,,,,,,,,,,,,,,,
person,car,motorcycle,dog,cup,spoon,bowl,chair,dining table,,,,,,,,,
toilet,sink,toothbrush,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
person,kite,,,,,,,,,,,,,,,,
dog,chair,couch,remote,book,,,,,,,,,,,,,
person,airplane,handbag,suitcase,,,,,,,,,,,,,,
person,skis,snowboard,,,,,,,,,,,,,,,
person,dog,,,,,,,,,,,,,,,,
cat,skateboard,,,,,,,,,,,,,,,,
person,sports ball,tennis racket,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
person,frisbee,,,,,,,,,,,,,,,,
airplane,potted plant,,,,,,,,,,,,,,,,
person,motorcycle,traffic light,backpack,chair,dining table,,,,,,,,,,,,
cup,chair,couch,dining table,tv,remote,book,vase,,,,,,,,,,
person,horse,,,,,,,,,,,,,,,,
person,airplane,chair,,,,,,,,,,,,,,,
person,umbrella,frisbee,,,,,,,,,,,,,,,
person,umbrella,apple,orange,,,,,,,,,,,,,,
person,sports ball,tennis racket,,,,,,,,,,,,,,,
cat,bowl,chair,,,,,,,,,,,,,,,
car,dog,frisbee,,,,,,,,,,,,,,,
person,car,motorcycle,bus,truck,traffic light,,,,,,,,,,,,
person,bed,,,,,,,,,,,,,,,,
airplane,,,,,,,,,,,,,,,,,
toilet,sink,vase,,,,,,,,,,,,,,,
toilet,sink,,,,,,,,,,,,,,,,
person,baseball glove,,,,,,,,,,,,,,,,
person,bench,sports ball,tennis racket,chair,,,,,,,,,,,,,
person,car,bus,traffic light,handbag,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
person,car,truck,horse,,,,,,,,,,,,,,
person,sports ball,tennis racket,,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
person,sports ball,baseball glove,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
person,cup,fork,spoon,bowl,dining table,oven,,,,,,,,,,,
person,dog,couch,,,,,,,,,,,,,,,
person,frisbee,,,,,,,,,,,,,,,,
person,bench,sports ball,baseball glove,cup,,,,,,,,,,,,,
person,sports ball,tennis racket,,,,,,,,,,,,,,,
person,hair drier,,,,,,,,,,,,,,,,
person,umbrella,sports ball,baseball bat,bottle,,,,,,,,,,,,,
person,truck,boat,,,,,,,,,,,,,,,
boat,,,,,,,,,,,,,,,,,
person,backpack,handbag,chair,couch,laptop,cell phone,,,,,,,,,,,
person,boat,dog,,,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
cup,tv,mouse,keyboard,book,,,,,,,,,,,,,
bird,clock,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
toilet,,,,,,,,,,,,,,,,,
broccoli,,,,,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
person,motorcycle,truck,horse,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
person,skis,snowboard,,,,,,,,,,,,,,,
person,baseball bat,baseball glove,,,,,,,,,,,,,,,
car,traffic light,,,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
remote,,,,,,,,,,,,,,,,,
person,hot dog,,,,,,,,,,,,,,,,
person,skateboard,,,,,,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
dog,sheep,,,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,
person,bottle,refrigerator,,,,,,,,,,,,,,,
bicycle,dog,,,,,,,,,,,,,,,,
car,airplane,,,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,
refrigerator,,,,,,,,,,,,,,,,,
person,bicycle,car,clock,,,,,,,,,,,,,,
person,bed,book,,,,,,,,,,,,,,,
banana,pizza,,,,,,,,,,,,,,,,
apple,,,,,,,,,,,,,,,,,
person,car,horse,backpack,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,
airplane,bird,,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
person,truck,traffic light,,,,,,,,,,,,,,,
bottle,oven,refrigerator,,,,,,,,,,,,,,,
person,train,book,,,,,,,,,,,,,,,
person,dog,couch,potted plant,bed,cell phone,,,,,,,,,,,,
person,tie,,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
person,bicycle,car,motorcycle,bus,truck,bench,,,,,,,,,,,
person,umbrella,tennis racket,chair,,,,,,,,,,,,,,
person,sports ball,baseball bat,baseball glove,,,,,,,,,,,,,,
cake,,,,,,,,,,,,,,,,,
person,backpack,handbag,sports ball,tennis racket,chair,,,,,,,,,,,,
person,toothbrush,,,,,,,,,,,,,,,,
dog,frisbee,,,,,,,,,,,,,,,,
potted plant,clock,vase,,,,,,,,,,,,,,,
person,horse,umbrella,,,,,,,,,,,,,,,
person,banana,apple,orange,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
person,,,,,,,,,,,,,,,,,
teddy bear,,,,,,,,,,,,,,,,,
cat,tv,laptop,book,,,,,,,,,,,,,,
person,sports ball,tennis racket,,,,,,,,,,,,,,,
traffic light,,,,,,,,,,,,,,,,,
person,car,handbag,tv,,,,,,,,,,,,,,
person,cell phone,,,,,,,,,,,,,,,,
dog,sheep,cow,,,,,,,,,,,,,,,
person,bird,,,,,,,,,,,,,,,,
person,tie,bed,,,,,,,,,,,,,,,
bottle,bowl,banana,apple,dining table,,,,,,,,,,,,,
donut,dining table,,,,,,,,,,,,,,,,
bottle,chair,potted plant,dining table,refrigerator,,,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
cup,chair,tv,laptop,mouse,keyboard,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
toilet,,,,,,,,,,,,,,,,,
person,car,truck,traffic light,,,,,,,,,,,,,,
person,bottle,cup,fork,spoon,bowl,broccoli,pizza,chair,dining table,book,,,,,,,
person,bicycle,skateboard,,,,,,,,,,,,,,,
donut,,,,,,,,,,,,,,,,,
person,train,backpack,handbag,clock,,,,,,,,,,,,,
sandwich,dining table,cell phone,,,,,,,,,,,,,,,
apple,,,,,,,,,,,,,,,,,
spoon,bowl,,,,,,,,,,,,,,,,
person,car,baseball glove,,,,,,,,,,,,,,,
bicycle,,,,,,,,,,,,,,,,,
person,cup,pizza,chair,dining table,sink,refrigerator,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
cat,,,,,,,,,,,,,,,,,
cup,spoon,chair,dining table,,,,,,,,,,,,,,
broccoli,carrot,,,,,,,,,,,,,,,,
skateboard,,,,,,,,,,,,,,,,,
stop sign,parking meter,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
bird,clock,,,,,,,,,,,,,,,,
car,bus,apple,,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
person,train,,,,,,,,,,,,,,,,
car,airplane,truck,,,,,,,,,,,,,,,
banana,orange,dining table,sink,,,,,,,,,,,,,,
cat,wine glass,,,,,,,,,,,,,,,,
potted plant,toilet,sink,,,,,,,,,,,,,,,
person,frisbee,,,,,,,,,,,,,,,,
person,bed,teddy bear,,,,,,,,,,,,,,,
person,bench,handbag,sports ball,tennis racket,bottle,cell phone,,,,,,,,,,,
dog,laptop,,,,,,,,,,,,,,,,
boat,,,,,,,,,,,,,,,,,
traffic light,,,,,,,,,,,,,,,,,
truck,fire hydrant,stop sign,,,,,,,,,,,,,,,
horse,cow,,,,,,,,,,,,,,,,
person,car,stop sign,,,,,,,,,,,,,,,
laptop,keyboard,cell phone,book,,,,,,,,,,,,,,
chair,bed,,,,,,,,,,,,,,,,
person,frisbee,,,,,,,,,,,,,,,,
horse,,,,,,,,,,,,,,,,,
teddy bear,,,,,,,,,,,,,,,,,
knife,apple,dining table,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
person,car,bus,truck,backpack,clock,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
sheep,,,,,,,,,,,,,,,,,
person,car,motorcycle,stop sign,,,,,,,,,,,,,,
person,motorcycle,backpack,handbag,,,,,,,,,,,,,,
person,scissors,,,,,,,,,,,,,,,,
person,boat,,,,,,,,,,,,,,,,
toilet,sink,,,,,,,,,,,,,,,,
person,couch,remote,,,,,,,,,,,,,,,
person,car,traffic light,backpack,cake,dining table,cell phone,,,,,,,,,,,
cup,book,scissors,,,,,,,,,,,,,,,
person,bicycle,car,truck,traffic light,parking meter,,,,,,,,,,,,
person,cup,fork,knife,broccoli,couch,laptop,mouse,,,,,,,,,,
motorcycle,dog,potted plant,,,,,,,,,,,,,,,
bench,,,,,,,,,,,,,,,,,
potted plant,,,,,,,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
person,skateboard,,,,,,,,,,,,,,,,
person,cow,,,,,,,,,,,,,,,,
person,bottle,oven,refrigerator,,,,,,,,,,,,,,
horse,,,,,,,,,,,,,,,,,
stop sign,,,,,,,,,,,,,,,,,
person,bed,,,,,,,,,,,,,,,,
person,baseball bat,,,,,,,,,,,,,,,,
person,kite,,,,,,,,,,,,,,,,
person,bench,elephant,,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,
person,traffic light,,,,,,,,,,,,,,,,
stop sign,,,,,,,,,,,,,,,,,
hot dog,,,,,,,,,,,,,,,,,
potted plant,toilet,sink,,,,,,,,,,,,,,,
person,kite,,,,,,,,,,,,,,,,
bottle,wine glass,sink,book,,,,,,,,,,,,,,
person,horse,skis,,,,,,,,,,,,,,,
person,sports ball,kite,,,,,,,,,,,,,,,
train,traffic light,,,,,,,,,,,,,,,,
banana,,,,,,,,,,,,,,,,,
person,baseball bat,baseball glove,chair,,,,,,,,,,,,,,
train,traffic light,bird,,,,,,,,,,,,,,,
traffic light,,,,,,,,,,,,,,,,,
broccoli,,,,,,,,,,,,,,,,,
bottle,cup,chair,couch,bed,book,,,,,,,,,,,,
horse,,,,,,,,,,,,,,,,,
person,scissors,,,,,,,,,,,,,,,,
knife,,,,,,,,,,,,,,,,,
bicycle,train,,,,,,,,,,,,,,,,
person,umbrella,handbag,,,,,,,,,,,,,,,
person,teddy bear,,,,,,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
person,skateboard,potted plant,,,,,,,,,,,,,,,
person,elephant,,,,,,,,,,,,,,,,
dog,,,,,,,,,,,,,,,,,
person,tie,cup,bowl,chair,couch,dining table,,,,,,,,,,,
potted plant,vase,,,,,,,,,,,,,,,,
person,tennis racket,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
dog,frisbee,,,,,,,,,,,,,,,,
stop sign,,,,,,,,,,,,,,,,,
person,dog,kite,,,,,,,,,,,,,,,
person,skateboard,,,,,,,,,,,,,,,,
person,car,bus,truck,,,,,,,,,,,,,,
dog,frisbee,,,,,,,,,,,,,,,,
person,bird,oven,,,,,,,,,,,,,,,
person,traffic light,umbrella,,,,,,,,,,,,,,,
scissors,,,,,,,,,,,,,,,,,
person,bicycle,car,horse,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
dog,,,,,,,,,,,,,,,,,
person,umbrella,bottle,,,,,,,,,,,,,,,
person,sports ball,baseball glove,,,,,,,,,,,,,,,
fork,broccoli,,,,,,,,,,,,,,,,
person,tennis racket,,,,,,,,,,,,,,,,
bench,,,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
person,tennis racket,,,,,,,,,,,,,,,,
airplane,,,,,,,,,,,,,,,,,
person,laptop,,,,,,,,,,,,,,,,
truck,,,,,,,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
person,bicycle,kite,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
stop sign,,,,,,,,,,,,,,,,,
dining table,vase,,,,,,,,,,,,,,,,
knife,spoon,bowl,oven,,,,,,,,,,,,,,
person,fire hydrant,frisbee,,,,,,,,,,,,,,,
pizza,dining table,,,,,,,,,,,,,,,,
person,train,,,,,,,,,,,,,,,,
person,backpack,handbag,tie,cell phone,clock,,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
knife,pizza,dining table,,,,,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
person,baseball bat,baseball glove,,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
airplane,,,,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
person,sandwich,broccoli,,,,,,,,,,,,,,,
orange,,,,,,,,,,,,,,,,,
person,knife,cake,dining table,oven,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
person,hot dog,,,,,,,,,,,,,,,,
broccoli,pizza,,,,,,,,,,,,,,,,
person,dog,frisbee,,,,,,,,,,,,,,,
cat,laptop,,,,,,,,,,,,,,,,
person,suitcase,,,,,,,,,,,,,,,,
chair,couch,potted plant,dining table,book,,,,,,,,,,,,,
horse,zebra,,,,,,,,,,,,,,,,
person,car,parking meter,umbrella,handbag,,,,,,,,,,,,,
person,cell phone,,,,,,,,,,,,,,,,
chair,couch,dining table,tv,remote,book,,,,,,,,,,,,
person,car,umbrella,,,,,,,,,,,,,,,
parking meter,toilet,,,,,,,,,,,,,,,,
bench,chair,,,,,,,,,,,,,,,,
person,umbrella,,,,,,,,,,,,,,,,
person,bicycle,horse,,,,,,,,,,,,,,,
person,backpack,wine glass,,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
car,dog,,,,,,,,,,,,,,,,
person,car,skateboard,,,,,,,,,,,,,,,
bowl,couch,book,vase,,,,,,,,,,,,,,
person,car,bus,truck,baseball bat,tv,,,,,,,,,,,,
sheep,,,,,,,,,,,,,,,,,
banana,dining table,,,,,,,,,,,,,,,,
person,cup,spoon,bowl,sandwich,carrot,chair,couch,dining table,,,,,,,,,
person,kite,,,,,,,,,,,,,,,,
person,bicycle,sheep,tie,,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
pizza,dining table,,,,,,,,,,,,,,,,
person,bicycle,teddy bear,,,,,,,,,,,,,,,
sheep,,,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
person,handbag,kite,,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,
person,car,kite,,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
car,toilet,,,,,,,,,,,,,,,,
person,toothbrush,,,,,,,,,,,,,,,,
person,skateboard,,,,,,,,,,,,,,,,
person,kite,,,,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
horse,,,,,,,,,,,,,,,,,
person,motorcycle,,,,,,,,,,,,,,,,
bed,refrigerator,teddy bear,,,,,,,,,,,,,,,
bottle,cup,spoon,bowl,banana,microwave,oven,sink,refrigerator,,,,,,,,,
car,truck,traffic light,,,,,,,,,,,,,,,
cup,fork,knife,dining table,,,,,,,,,,,,,,
person,umbrella,chair,potted plant,dining table,,,,,,,,,,,,,
person,bench,skateboard,,,,,,,,,,,,,,,
person,truck,cow,giraffe,suitcase,,,,,,,,,,,,,
oven,,,,,,,,,,,,,,,,,
dog,frisbee,,,,,,,,,,,,,,,,
cup,banana,dining table,,,,,,,,,,,,,,,
cat,bottle,potted plant,bed,book,vase,,,,,,,,,,,,
chair,potted plant,sink,vase,,,,,,,,,,,,,,
person,car,truck,cup,,,,,,,,,,,,,,
person,umbrella,frisbee,chair,dining table,,,,,,,,,,,,,
toilet,,,,,,,,,,,,,,,,,
person,backpack,chair,book,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
dog,frisbee,,,,,,,,,,,,,,,,
person,bus,,,,,,,,,,,,,,,,
bottle,bowl,toilet,sink,,,,,,,,,,,,,,
person,skateboard,,,,,,,,,,,,,,,,
bowl,banana,apple,orange,,,,,,,,,,,,,,
person,chair,bed,tv,remote,,,,,,,,,,,,,
cup,bed,laptop,cell phone,,,,,,,,,,,,,,
person,dog,bottle,wine glass,cup,bowl,oven,sink,,,,,,,,,,
person,skis,snowboard,,,,,,,,,,,,,,,
banana,orange,dining table,microwave,oven,refrigerator,vase,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
person,boat,surfboard,,,,,,,,,,,,,,,
person,car,traffic light,horse,,,,,,,,,,,,,,
person,wine glass,cup,spoon,bowl,chair,potted plant,dining table,,,,,,,,,,
person,horse,,,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,
person,umbrella,banana,,,,,,,,,,,,,,,
vase,,,,,,,,,,,,,,,,,
person,pizza,chair,couch,,,,,,,,,,,,,,
car,,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
cup,spoon,apple,dining table,vase,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
person,knife,cake,,,,,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
person,snowboard,,,,,,,,,,,,,,,,
cup,spoon,banana,,,,,,,,,,,,,,,
person,car,train,traffic light,bench,kite,,,,,,,,,,,,
toilet,sink,,,,,,,,,,,,,,,,
horse,,,,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,
truck,stop sign,,,,,,,,,,,,,,,,
pizza,,,,,,,,,,,,,,,,,
person,horse,,,,,,,,,,,,,,,,
sink,,,,,,,,,,,,,,,,,
kite,,,,,,,,,,,,,,,,,
knife,banana,apple,dining table,,,,,,,,,,,,,,
person,horse,,,,,,,,,,,,,,,,
cake,,,,,,,,,,,,,,,,,
person,banana,,,,,,,,,,,,,,,,
bench,bird,,,,,,,,,,,,,,,,
person,boat,,,,,,,,,,,,,,,,
person,bench,backpack,handbag,,,,,,,,,,,,,,
person,car,motorcycle,traffic light,stop sign,backpack,,,,,,,,,,,,
person,truck,elephant,,,,,,,,,,,,,,,
cat,bed,,,,,,,,,,,,,,,,
teddy bear,,,,,,,,,,,,,,,,,
vase,,,,,,,,,,,,,,,,,
cat,book,,,,,,,,,,,,,,,,
vase,,,,,,,,,,,,,,,,,
elephant,,,,,,,,,,,,,,,,,
person,tennis racket,,,,,,,,,,,,,,,,
toilet,,,,,,,,,,,,,,,,,
suitcase,,,,,,,,,,,,,,,,,
bowl,pizza,,,,,,,,,,,,,,,,
person,elephant,,,,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
person,car,bus,truck,parking meter,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,
bottle,cup,bowl,banana,orange,,,,,,,,,,,,,
person,tie,bottle,cup,fork,knife,chair,dining table,,,,,,,,,,
airplane,bird,,,,,,,,,,,,,,,,
car,traffic light,stop sign,,,,,,,,,,,,,,,
toilet,,,,,,,,,,,,,,,,,
person,sports ball,tennis racket,,,,,,,,,,,,,,,
wine glass,bowl,chair,couch,potted plant,dining table,tv,vase,,,,,,,,,,
cup,fork,knife,pizza,dining table,,,,,,,,,,,,,
cup,sandwich,hot dog,,,,,,,,,,,,,,,
person,car,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
person,backpack,handbag,bottle,cup,orange,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
person,bicycle,car,,,,,,,,,,,,,,,
person,tie,,,,,,,,,,,,,,,,
person,tie,bottle,wine glass,dining table,,,,,,,,,,,,,
person,scissors,toothbrush,,,,,,,,,,,,,,,
person,car,bus,,,,,,,,,,,,,,,
person,car,bench,skateboard,,,,,,,,,,,,,,
banana,,,,,,,,,,,,,,,,,
person,car,motorcycle,bus,traffic light,umbrella,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
person,bottle,refrigerator,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
person,elephant,bottle,,,,,,,,,,,,,,,
person,skateboard,,,,,,,,,,,,,,,,
bottle,oven,sink,,,,,,,,,,,,,,,
person,car,bottle,donut,chair,dining table,,,,,,,,,,,,
person,car,bus,truck,handbag,,,,,,,,,,,,,
person,sports ball,baseball glove,,,,,,,,,,,,,,,
sheep,,,,,,,,,,,,,,,,,
person,sports ball,baseball bat,baseball glove,,,,,,,,,,,,,,
car,truck,traffic light,,,,,,,,,,,,,,,
person,bench,tennis racket,chair,,,,,,,,,,,,,,
person,dog,,,,,,,,,,,,,,,,
person,backpack,tie,skateboard,,,,,,,,,,,,,,
bowl,banana,apple,orange,,,,,,,,,,,,,,
person,toilet,,,,,,,,,,,,,,,,
chair,bed,,,,,,,,,,,,,,,,
chair,bed,,,,,,,,,,,,,,,,
person,airplane,tie,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
dog,sports ball,,,,,,,,,,,,,,,,
person,donut,bed,,,,,,,,,,,,,,,
train,,,,,,,,,,,,,,,,,
bird,zebra,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
bench,,,,,,,,,,,,,,,,,
person,elephant,,,,,,,,,,,,,,,,
person,umbrella,handbag,,,,,,,,,,,,,,,
oven,refrigerator,,,,,,,,,,,,,,,,
person,airplane,,,,,,,,,,,,,,,,
vase,,,,,,,,,,,,,,,,,
person,bus,handbag,cell phone,,,,,,,,,,,,,,
person,tie,tv,,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,
oven,,,,,,,,,,,,,,,,,
person,scissors,,,,,,,,,,,,,,,,
cup,bowl,sandwich,carrot,chair,,,,,,,,,,,,,
cup,tv,mouse,remote,keyboard,cell phone,,,,,,,,,,,,
person,bench,backpack,handbag,,,,,,,,,,,,,,
motorcycle,,,,,,,,,,,,,,,,,
umbrella,,,,,,,,,,,,,,,,,
knife,bowl,oven,sink,refrigerator,scissors,,,,,,,,,,,,
person,cup,cell phone,,,,,,,,,,,,,,,
person,backpack,cell phone,,,,,,,,,,,,,,,
toilet,sink,,,,,,,,,,,,,,,,
person,train,bench,,,,,,,,,,,,,,,
person,car,bus,backpack,,,,,,,,,,,,,,
knife,carrot,,,,,,,,,,,,,,,,
person,bicycle,bus,,,,,,,,,,,,,,,
chair,tv,,,,,,,,,,,,,,,,
stop sign,,,,,,,,,,,,,,,,,
person,cup,bowl,dining table,cell phone,,,,,,,,,,,,,
vase,,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
person,bottle,cup,knife,spoon,oven,,,,,,,,,,,,
toilet,sink,,,,,,,,,,,,,,,,
car,truck,fire hydrant,stop sign,bench,,,,,,,,,,,,,
person,banana,,,,,,,,,,,,,,,,
toilet,,,,,,,,,,,,,,,,,
wine glass,sandwich,dining table,,,,,,,,,,,,,,,
person,bicycle,dog,suitcase,,,,,,,,,,,,,,
clock,,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
sink,,,,,,,,,,,,,,,,,
person,wine glass,,,,,,,,,,,,,,,,
car,fire hydrant,stop sign,,,,,,,,,,,,,,,
person,potted plant,tv,remote,book,,,,,,,,,,,,,
person,motorcycle,,,,,,,,,,,,,,,,
cow,,,,,,,,,,,,,,,,,
person,fire hydrant,bench,sports ball,baseball bat,baseball glove,bottle,book,,,,,,,,,,
person,bicycle,car,motorcycle,bus,traffic light,dog,backpack,handbag,,,,,,,,,
person,bicycle,handbag,kite,,,,,,,,,,,,,,
motorcycle,,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
person,car,fire hydrant,,,,,,,,,,,,,,,
person,tennis racket,,,,,,,,,,,,,,,,
person,tennis racket,,,,,,,,,,,,,,,,
bird,cup,dining table,,,,,,,,,,,,,,,
person,knife,cake,dining table,,,,,,,,,,,,,,
person,umbrella,,,,,,,,,,,,,,,,
person,kite,,,,,,,,,,,,,,,,
airplane,truck,,,,,,,,,,,,,,,,
person,bench,,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
person,,,,,,,,,,,,,,,,,
toilet,,,,,,,,,,,,,,,,,
person,snowboard,,,,,,,,,,,,,,,,
banana,,,,,,,,,,,,,,,,,
person,baseball glove,,,,,,,,,,,,,,,,
cup,spoon,bowl,sandwich,cake,dining table,,,,,,,,,,,,
broccoli,,,,,,,,,,,,,,,,,
person,truck,backpack,,,,,,,,,,,,,,,
person,bed,,,,,,,,,,,,,,,,
person,cell phone,,,,,,,,,,,,,,,,
car,,,,,,,,,,,,,,,,,
person,frisbee,bottle,,,,,,,,,,,,,,,
teddy bear,,,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
person,bench,sports ball,,,,,,,,,,,,,,,
person,car,skateboard,,,,,,,,,,,,,,,
broccoli,carrot,,,,,,,,,,,,,,,,
car,cat,,,,,,,,,,,,,,,,
person,frisbee,,,,,,,,,,,,,,,,
person,bus,,,,,,,,,,,,,,,,
person,refrigerator,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
chair,toothbrush,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
person,bottle,spoon,bowl,couch,remote,book,,,,,,,,,,,
person,bicycle,fire hydrant,horse,backpack,,,,,,,,,,,,,
person,skis,snowboard,,,,,,,,,,,,,,,
person,sports ball,tennis racket,,,,,,,,,,,,,,,
person,skateboard,,,,,,,,,,,,,,,,
person,surfboard,,,,,,,,,,,,,,,,
person,fork,knife,bowl,carrot,pizza,dining table,,,,,,,,,,,
cat,tv,,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
bottle,cup,knife,spoon,bowl,apple,orange,cake,dining table,,,,,,,,,
person,bus,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,
person,skateboard,,,,,,,,,,,,,,,,
dog,bowl,couch,,,,,,,,,,,,,,,
person,skateboard,,,,,,,,,,,,,,,,
person,skateboard,,,,,,,,,,,,,,,,
tv,laptop,mouse,keyboard,,,,,,,,,,,,,,
person,umbrella,bottle,cup,chair,dining table,,,,,,,,,,,,
person,car,bus,truck,traffic light,backpack,,,,,,,,,,,,
fire hydrant,handbag,suitcase,bottle,,,,,,,,,,,,,,
person,toilet,,,,,,,,,,,,,,,,
person,skis,,,,,,,,,,,,,,,,
bird,,,,,,,,,,,,,,,,,
toilet,,,,,,,,,,,,,,,,,
person,bench,teddy bear,,,,,,,,,,,,,,,
person,car,bench,baseball glove,,,,,,,,,,,,,,
truck,,,,,,,,,,,,,,,,,
person,horse,,,,,,,,,,,,,,,,
person,dog,bowl,potted plant,microwave,refrigerator,,,,,,,,,,,,
